order_id,order_date,customer_id,product_name,quantity,product_id,product_price
XKB-41924-202,19-08-2022,45089-52817-WN,L-D-0.5,2,32,677
DWZ-69106-473,15-05-2019,76447-50326-IC,L-L-2.5,4,27,1514
YHV-68700-050,11-09-2019,26333-67911-OL,R-M-0.5,5,9,596
YHV-68700-050,11-09-2019,26333-67911-OL,L-L-2.5,2,27,1514
KRB-88066-642,16-03-2021,22107-86640-SB,L-M-1,5,25,740
LQU-08404-173,03-12-2020,09960-34242-LZ,L-L-1,3,33,2360
CWK-60159-881,27-01-2020,04671-85591-RT,E-D-0.2,3,16,400
EEG-74197-843,17-07-2022,25729-68859-UA,E-L-1,4,34,1024
UCZ-59708-525,04-03-2022,05501-86351-NX,L-D-2.5,3,28,2578
HUB-47311-849,07-12-2021,04521-04300-OK,L-M-0.5,3,23,1438
WYM-17686-694,25-02-2021,58689-55264-VK,A-D-2.5,5,31,1017
ZYQ-15797-695,25-02-2019,79436-73011-MM,R-D-0.5,5,35,2654
EEJ-16185-108,09-02-2019,65552-60476-KY,L-L-0.2,5,8,1086
RWR-77888-800,07-02-2020,69904-02729-YS,A-M-0.5,1,20,737
LHN-75209-742,23-03-2020,01433-04270-AX,R-M-0.5,6,9,596
TIR-71396-998,06-03-2022,14204-14186-LA,R-D-2.5,4,12,1778
RXF-37618-213,15-04-2022,32948-34398-HC,R-L-0.5,1,36,2834
ANM-16388-634,19-11-2021,77343-52608-FF,L-L-0.2,2,8,1086
WYL-29300-070,16-10-2019,42770-36274-QA,R-M-0.2,1,37,2595
JHW-74554-805,26-11-2019,14103-58987-ZU,R-M-1,6,1,2237
KYS-27063-603,30-06-2019,69958-32065-SW,E-L-2.5,4,11,2906
GAZ-58626-277,04-01-2021,69533-84907-FA,L-L-0.2,2,8,1086
RPJ-37787-335,27-10-2020,76005-95461-CI,A-M-2.5,3,38,2609
LEF-83057-763,15-06-2021,15395-90855-VB,L-M-0.2,5,22,394
RPW-36123-215,19-07-2021,80640-45811-LB,E-L-0.5,2,39,1572
WLL-59044-117,23-07-2021,28476-04082-GR,R-D-1,6,40,2062
AWT-22827-563,25-01-2020,12018-75670-EU,R-L-0.2,1,41,1585
QLM-07145-668,09-05-2019,86437-17399-FK,E-D-0.2,2,16,400
HVQ-64398-930,30-03-2020,62979-53167-ML,A-M-0.5,6,20,737
WRT-40778-247,13-03-2022,54810-81899-HL,R-L-1,4,42,1672
SUB-13006-125,17-04-2019,26103-41504-IB,A-L-0.5,5,43,1813
CQM-49696-263,25-10-2019,76534-45229-SG,L-L-2.5,3,27,1514
KXN-85094-246,13-09-2019,81744-27332-RR,L-M-2.5,3,44,1268
XOQ-12405-419,12-04-2020,91513-75657-PH,R-D-2.5,4,12,1778
HYF-10254-369,14-11-2019,30373-66619-CB,L-L-0.5,1,24,2457
XXJ-47000-307,18-07-2019,31582-23562-FM,A-L-2.5,3,45,965
XXJ-47000-307,18-07-2019,31582-23562-FM,A-D-0.2,4,17,1914
ZDK-82166-357,03-04-2021,81431-12577-VD,A-M-1,3,18,1051
IHN-19982-362,29-03-2021,68894-91205-MP,R-L-1,3,42,1672
VMT-10030-889,15-12-2021,87602-55754-VN,A-L-1,6,3,2139
NHL-11063-100,20-05-2020,39181-35745-WH,A-L-1,4,3,2139
ROV-87448-086,02-11-2020,30381-64762-NG,A-M-2.5,4,38,2609
DGY-35773-612,25-07-2020,17503-27693-ZH,E-L-1,3,34,1024
YWH-50638-556,14-03-2019,89442-35633-HJ,E-L-0.5,4,39,1572
ISL-11200-600,02-07-2020,13654-85265-IL,A-D-0.2,6,17,1914
LBZ-75997-047,17-12-2019,40946-22090-FP,A-M-2.5,6,38,2609
EUH-08089-954,06-12-2020,29050-93691-TS,A-D-0.2,2,17,1914
BLD-12227-251,04-03-2021,64395-74865-WF,A-M-0.5,2,20,737
OPY-30711-853,17-07-2021,81861-66046-SU,A-D-0.2,1,17,1914
DBC-44122-300,04-11-2020,13366-78506-KP,L-M-0.2,3,22,394
FJQ-60035-234,05-04-2021,08847-29858-HN,A-L-0.2,2,30,1367
HSF-66926-425,01-03-2020,00539-42510-RY,L-D-2.5,5,28,2578
LQG-41416-375,19-10-2021,45190-08727-NV,L-D-1,3,6,1170
VZO-97265-841,08-07-2022,87049-37901-FU,R-M-0.2,4,37,2595
MOR-12987-399,17-08-2019,34015-31593-JC,L-M-1,6,25,740
UOA-23786-489,31-05-2020,90305-50099-SV,A-M-0.5,6,20,737
AJL-52941-018,05-05-2020,55871-61935-MF,E-D-1,2,46,1228
XSZ-84273-421,14-04-2019,15405-60469-TM,R-M-0.5,3,9,596
NUN-48214-216,29-07-2020,06953-94794-FB,A-M-0.5,4,20,737
AKV-93064-769,12-12-2019,22305-40299-CY,L-D-0.5,1,32,677
BRB-40903-533,15-06-2022,09020-56774-GU,E-L-0.2,3,47,615
GPR-19973-483,26-06-2019,92926-08470-YS,R-D-0.5,5,35,2654
XIY-43041-882,12-10-2021,07250-63194-JO,A-M-1,1,18,1051
YGY-98425-969,01-04-2019,63787-96257-TQ,L-M-1,1,25,740
MSB-08397-648,10-03-2021,49530-25460-RW,R-L-0.2,4,41,1585
WDR-06028-345,16-08-2019,66508-21373-OQ,L-L-1,1,33,2360
MXM-42948-061,11-08-2020,20203-03950-FY,L-L-0.2,4,8,1086
MGQ-98961-173,05-04-2022,83895-90735-XH,L-L-0.5,4,24,2457
RFH-64349-897,22-10-2019,61954-61462-RJ,E-D-0.5,3,7,2757
TKL-20738-660,02-10-2021,47939-53158-LS,E-M-0.2,1,19,1527
TKL-20738-660,02-10-2021,47939-53158-LS,A-L-0.2,1,30,1367
TKL-20738-660,02-10-2021,47939-53158-LS,E-M-1,5,4,1954
GOW-03198-575,13-03-2021,61513-27752-FA,A-D-0.5,4,21,1350
QJB-90477-635,12-06-2022,89714-19856-WX,L-L-2.5,4,27,1514
MWP-46239-785,27-04-2019,87979-56781-YV,L-M-0.2,5,22,394
QDV-03406-248,23-05-2019,74126-88836-KA,L-M-0.5,3,23,1438
GPH-40635-105,14-07-2020,37397-05992-VO,A-M-1,1,18,1051
JOM-80930-071,10-11-2021,54904-18397-UD,L-D-1,6,6,1170
OIL-26493-755,31-08-2021,19017-95853-EK,A-M-0.5,1,20,737
CYV-13426-645,06-07-2019,88593-59934-VU,E-D-1,1,46,1228
WRP-39846-614,04-03-2022,47493-68564-YM,A-L-2.5,5,45,965
VDZ-76673-968,31-12-2020,82246-82543-DW,E-D-0.5,2,7,2757
VTV-03546-175,31-07-2020,03384-62101-IY,A-L-2.5,5,45,965
GHR-72274-715,24-05-2021,86881-41559-OR,L-D-1,1,6,1170
ZGK-97262-313,16-07-2022,02536-18494-AQ,E-M-2.5,3,29,1253
ZFS-30776-804,05-02-2021,58638-01029-CB,A-L-0.5,5,43,1813
QUU-91729-492,29-07-2021,90312-11148-LA,A-D-0.2,4,17,1914
PVI-72795-960,17-03-2022,68239-74809-TF,E-L-2.5,3,11,2906
PPP-78935-365,11-02-2021,91074-60023-IP,E-D-1,4,46,1228
JUO-34131-517,13-02-2019,07972-83748-JI,L-D-1,6,6,1170
ZJE-89333-489,13-05-2022,08694-57330-XR,L-D-2.5,1,28,2578
LOO-35324-159,19-05-2020,68412-11126-YJ,A-L-0.2,4,30,1367
JBQ-93412-846,27-04-2022,69037-66822-DW,E-L-2.5,4,11,2906
EHX-66333-637,09-09-2020,01297-94364-XH,L-M-0.5,2,23,1438
WXG-25759-236,10-03-2021,39919-06540-ZI,E-L-2.5,2,11,2906
QNA-31113-984,07-04-2019,60512-78550-WS,L-M-0.2,4,22,394
ZWI-52029-159,12-07-2020,40172-12000-AU,L-M-1,3,25,740
ZWI-52029-159,12-07-2020,40172-12000-AU,E-M-1,2,4,1954
DFS-49954-707,21-12-2021,39019-13649-CL,E-D-0.2,5,16,400
VYP-89830-878,04-10-2020,12715-05198-QU,A-M-2.5,2,38,2609
AMT-40418-362,08-08-2020,04513-76520-QO,L-D-1,1,6,1170
NFQ-23241-793,11-10-2020,88446-59251-SQ,A-M-1,3,18,1051
JQK-64922-985,10-11-2021,23779-10274-KN,R-M-2.5,3,14,2804
YET-17732-678,20-06-2021,57235-92842-DK,R-D-0.2,1,26,830
NKW-24945-846,04-10-2021,75977-30364-AY,A-D-2.5,5,31,1017
VKA-82720-513,24-06-2019,12299-30914-NG,A-M-2.5,6,38,2609
THA-60599-417,26-10-2019,59971-35626-YJ,A-M-2.5,3,38,2609
MEK-39769-035,27-06-2021,15380-76513-PS,R-D-2.5,3,12,1778
JAF-18294-750,06-09-2019,73564-98204-EY,R-D-2.5,6,12,1778
TME-59627-221,30-04-2021,72282-40594-RX,L-L-2.5,6,27,1514
UDG-65353-824,07-01-2020,17514-94165-RJ,E-M-0.5,4,2,1300
ENQ-42923-176,11-01-2021,56248-75861-JX,A-L-0.5,3,43,1813
CBT-55781-720,15-11-2021,97855-54761-IS,E-D-0.5,3,7,2757
NEU-86533-016,03-06-2019,96544-91644-IT,R-D-0.2,6,26,830
BYU-58154-603,17-12-2020,51971-70393-QM,E-D-0.5,4,7,2757
EHJ-05910-257,07-02-2021,06812-11924-IK,R-D-1,6,40,2062
EIL-44855-309,15-03-2021,59741-90220-OW,R-D-0.5,5,35,2654
HCA-87224-420,04-08-2022,62682-27930-PD,E-M-0.5,5,2,1300
ABO-29054-365,19-01-2019,00256-19905-YG,A-M-0.5,6,20,737
TKN-58485-031,23-03-2022,38890-22576-UI,R-D-1,2,40,2062
RCK-04069-371,07-10-2021,94573-61802-PH,E-L-2.5,2,11,2906
IRJ-67095-738,20-03-2019,86447-02699-UT,E-M-2.5,2,29,1253
VEA-31961-977,15-12-2021,51432-27169-KN,E-D-0.5,3,7,2757
BAF-42286-205,08-06-2022,43074-00987-PB,R-M-2.5,4,14,2804
WOR-52762-511,14-12-2019,04739-85772-QT,E-L-2.5,6,11,2906
ZWK-03995-815,10-04-2021,28279-78469-YW,E-M-2.5,2,29,1253
CKF-43291-846,10-03-2020,91829-99544-DS,E-L-2.5,1,11,2906
RMW-74160-339,16-10-2020,38978-59582-JP,R-L-2.5,4,5,1651
FMT-94584-786,08-10-2019,86504-96610-BH,A-L-1,2,3,2139
NWT-78222-575,31-12-2019,75986-98864-EZ,A-D-0.2,1,17,1914
EOI-02511-919,20-03-2020,66776-88682-RG,E-L-0.2,5,47,615
EOI-02511-919,20-03-2020,66776-88682-RG,A-D-0.5,5,21,1350
UCT-03935-589,29-03-2021,85851-78384-DM,R-D-0.5,6,35,2654
SBI-60013-494,12-11-2021,55232-81621-BX,E-M-0.2,2,19,1527
QRA-73277-814,20-07-2021,80310-92912-JA,A-L-0.5,4,43,1813
EQE-31648-909,18-01-2019,19821-05175-WZ,E-D-0.5,5,7,2757
QOO-24615-950,07-08-2019,01338-83217-GV,R-M-2.5,3,14,2804
WDV-73864-037,13-03-2022,66044-25298-TA,L-M-0.5,5,23,1438
PKR-88575-066,17-05-2022,28728-47861-TZ,E-L-0.2,1,47,615
BWR-85735-955,14-12-2019,32638-38620-AX,L-M-1,3,25,740
YFX-64795-136,15-01-2020,83163-65741-IH,L-M-2.5,1,44,1268
DDO-71442-967,12-04-2019,89422-58281-FD,L-D-0.2,5,13,2568
ILQ-11027-588,29-03-2020,76293-30918-DQ,E-D-1,6,46,1228
KRZ-13868-122,24-03-2022,86779-84838-EJ,E-L-1,3,34,1024
VRM-93594-914,21-07-2021,66806-41795-MX,E-D-0.5,5,7,2757
HXL-22497-359,06-08-2019,64875-71224-UI,A-L-1,3,3,2139
NOP-21394-646,23-05-2021,16982-35708-BZ,E-L-0.5,6,39,1572
NOP-21394-646,23-05-2021,16982-35708-BZ,L-D-2.5,2,28,2578
NOP-21394-646,23-05-2021,16982-35708-BZ,L-D-2.5,3,28,2578
NOP-21394-646,23-05-2021,16982-35708-BZ,L-L-0.5,4,24,2457
NOP-21394-646,23-05-2021,16982-35708-BZ,E-M-1,3,4,1954
FTV-77095-168,08-04-2021,66708-26678-QK,L-L-0.5,6,24,2457
BOR-02906-411,17-10-2021,08743-09057-OO,L-D-2.5,6,28,2578
WMP-68847-770,16-02-2022,37490-01572-JW,L-L-0.2,1,8,1086
TMO-22785-872,15-07-2020,01811-60350-CU,E-M-1,6,4,1954
TJG-73587-353,22-02-2020,24766-58139-GT,R-D-0.2,3,26,830
OOU-61343-455,15-01-2021,90123-70970-NY,A-M-1,2,18,1051
RMA-08327-369,11-01-2021,93809-05424-MG,A-M-0.5,6,20,737
SFB-97929-779,08-04-2022,85425-33494-HQ,E-D-0.5,4,7,2757
AUP-10128-606,01-10-2020,54387-64897-XC,A-M-0.5,1,20,737
YTW-40242-005,28-10-2019,01035-70465-UO,L-D-1,4,6,1170
PRP-53390-819,28-03-2021,84260-39432-ML,E-L-0.5,6,39,1572
GSJ-01065-125,31-03-2020,69779-40609-RS,E-D-0.2,4,16,400
YQU-65147-580,26-03-2022,80247-70000-HT,R-D-2.5,1,12,1778
QPM-95832-683,06-11-2019,35058-04550-VC,L-L-1,2,33,2360
BNQ-88920-567,30-12-2019,27226-53717-SY,L-D-0.2,6,13,2568
PUX-47906-110,01-10-2021,02002-98725-CH,L-M-1,4,25,740
COL-72079-610,09-12-2020,38487-01549-MV,E-L-0.5,4,39,1572
LBC-45686-819,01-05-2021,98573-41811-EQ,A-M-1,5,18,1051
BLQ-03709-265,04-08-2022,72463-75685-MV,R-L-0.2,3,41,1585
BLQ-03709-265,04-08-2022,72463-75685-MV,R-M-0.2,5,37,2595
VFZ-91673-181,13-11-2021,10225-91535-AI,A-L-1,6,3,2139
WKD-81956-870,16-09-2020,48090-06534-HI,L-D-0.5,3,32,677
TNI-91067-006,05-10-2020,80444-58185-FX,E-L-1,4,34,1024
IZA-61469-812,06-01-2020,13561-92774-WP,L-D-2.5,4,28,2578
PSS-22466-862,21-05-2021,11550-78378-GE,R-L-0.2,4,41,1585
REH-56504-397,26-02-2020,90961-35603-RP,A-M-2.5,5,38,2609
ALA-62598-016,19-02-2020,57145-03803-ZL,R-D-0.2,6,26,830
EYE-70374-835,29-06-2021,89115-11966-VF,R-L-0.2,5,41,1585
CCZ-19589-212,27-03-2021,05754-41702-FG,L-M-0.2,2,22,394
BPT-83989-157,27-10-2021,84269-49816-ML,A-M-2.5,2,38,2609
YFH-87456-208,12-06-2019,23600-98432-ME,L-M-0.2,2,22,394
JLN-14700-924,28-06-2020,79058-02767-CP,L-L-0.2,5,8,1086
JVW-22582-137,23-03-2021,89208-74646-UK,E-M-0.2,5,19,1527
LAA-41879-001,10-02-2022,11408-81032-UR,L-L-2.5,1,27,1514
BRV-64870-915,16-04-2019,32070-55528-UG,L-L-2.5,5,27,1514
RGJ-12544-083,12-02-2020,48873-84433-PN,L-D-2.5,3,28,2578
JJX-83339-346,02-01-2022,32928-18158-OW,R-L-0.2,1,41,1585
BIU-21970-705,07-12-2020,89711-56688-GG,R-M-2.5,2,14,2804
ELJ-87741-745,20-02-2020,48389-71976-JB,E-L-1,4,34,1024
SGI-48226-857,11-06-2020,84033-80762-EQ,A-M-2.5,6,38,2609
AHV-66988-037,08-09-2020,12743-00952-KO,R-M-2.5,2,14,2804
ISK-42066-094,28-03-2020,41505-42181-EF,E-D-1,3,46,1228
FTC-35822-530,10-10-2020,14307-87663-KB,E-D-0.5,4,7,2757
VSS-56247-688,21-05-2022,08360-19442-GB,L-M-2.5,4,44,1268
HVW-25584-144,30-04-2020,93405-51204-UW,L-L-0.2,5,8,1086
MUY-15309-209,12-12-2021,97152-03355-IW,L-D-1,3,6,1170
VAJ-44572-469,27-10-2020,79216-73157-TE,R-L-0.2,6,41,1585
YJU-84377-606,07-07-2020,20259-47723-AC,A-D-1,1,10,2272
VNC-93921-469,31-01-2020,04666-71569-RI,L-L-1,1,33,2360
OGB-91614-810,18-02-2020,08909-77713-CG,R-M-0.2,1,37,2595
BQI-61647-496,13-06-2021,84340-73931-VV,E-M-1,5,4,1954
IOM-51636-823,06-08-2022,04609-95151-XH,A-D-1,3,10,2272
GGD-38107-641,23-11-2021,99562-88650-YF,L-M-1,4,25,740
LTO-95975-728,13-10-2021,46560-73885-PJ,R-L-0.5,4,36,2834
IGM-84664-265,31-08-2021,80179-44620-WN,R-L-0.5,3,36,2834
SKO-45740-621,16-01-2020,04666-71569-RI,L-M-0.5,2,23,1438
FOJ-02234-063,25-04-2022,59081-87231-VP,E-D-2.5,1,48,2418
MSJ-11909-468,13-11-2021,07878-45872-CC,E-D-2.5,5,48,2418
DKB-78053-329,08-06-2021,12444-05174-OO,R-M-0.2,2,37,2595
DFZ-45083-941,21-11-2020,34665-62561-AU,R-L-2.5,1,5,1651
OTA-40969-710,14-03-2019,77877-11993-QH,R-L-1,5,42,1672
GRH-45571-667,16-08-2019,32291-18308-YZ,E-M-1,3,4,1954
NXV-05302-067,22-04-2019,25754-33191-ZI,L-M-2.5,4,44,1268
VZH-86274-142,02-05-2022,53120-45532-KL,R-L-1,5,42,1672
KIX-93248-135,11-02-2020,36605-83052-WB,A-D-0.5,1,21,1350
AXR-10962-010,28-03-2021,53683-35977-KI,E-D-1,2,46,1228
IHS-71573-008,08-05-2021,07972-83134-NM,E-D-0.2,6,16,400
QTR-19001-114,21-11-2019,01035-70465-UO,A-D-1,2,10,2272
WBK-62297-910,17-05-2021,25514-23938-IQ,A-D-0.2,2,17,1914
OGY-19377-175,09-07-2019,49084-44492-OJ,E-D-0.5,1,7,2757
ESR-66651-814,20-05-2020,76624-72205-CK,A-D-0.2,4,17,1914
CPX-46916-770,27-08-2021,12729-50170-JE,R-L-1,6,42,1672
MDC-03318-645,30-04-2022,43974-44760-QI,A-L-0.2,2,30,1367
SFF-86059-407,03-06-2020,30585-48726-BK,A-M-2.5,1,38,2609
SCL-94540-788,13-06-2022,16123-07017-TY,E-L-2.5,6,11,2906
HVU-21634-076,10-06-2020,27723-45097-MH,R-L-2.5,4,5,1651
XUS-73326-418,18-12-2020,37078-56703-AF,E-L-1,6,34,1024
XWD-18933-006,31-08-2019,79420-11075-MY,A-L-0.2,2,30,1367
HPD-65272-772,25-02-2019,57504-13456-UO,L-M-2.5,1,44,1268
JEG-93140-224,07-02-2021,53751-57560-CN,E-M-0.5,5,2,1300
NNH-62058-950,14-01-2021,96112-42558-EA,E-L-1,4,34,1024
LTD-71429-845,24-02-2019,03157-23165-UB,A-L-0.5,1,43,1813
MPV-26985-215,23-06-2019,51466-52850-AG,R-D-0.5,1,35,2654
IYO-10245-081,09-05-2020,57145-31023-FK,E-M-2.5,3,29,1253
BYZ-39669-954,18-07-2020,66408-53777-VE,L-L-2.5,1,27,1514
EFB-72860-209,17-10-2019,53035-99701-WG,A-M-0.2,4,15,1330
GMM-72397-378,16-05-2022,45899-92796-EI,R-L-0.2,4,41,1585
LYP-52345-883,24-03-2021,17649-28133-PY,E-M-0.5,1,2,1300
DFK-35846-692,03-11-2019,49612-33852-CN,R-D-0.2,5,26,830
XAH-93337-609,28-10-2021,66976-43829-YG,A-D-1,5,10,2272
QKA-72582-644,16-12-2020,64852-04619-XZ,E-M-0.5,2,2,1300
ZDK-84567-102,29-11-2021,58690-31815-VY,A-D-0.5,3,21,1350
WAV-38301-984,20-03-2021,62863-81239-DT,A-D-0.5,5,21,1350
KZR-33023-209,08-04-2022,21177-40725-CF,E-L-1,3,34,1024
ULM-49433-003,14-08-2020,99421-80253-UI,E-M-1,2,4,1954
SIB-83254-136,12-05-2019,45315-50206-DK,R-M-0.5,6,9,596
NOK-50349-551,03-03-2021,09595-95726-OV,R-D-0.5,3,35,2654
YIS-96268-844,11-02-2020,60221-67036-TD,E-L-0.2,6,47,615
CXI-04933-855,27-04-2019,62923-29397-KX,E-L-2.5,6,11,2906
IZU-90429-382,26-03-2022,33011-52383-BA,A-L-1,3,3,2139
WIT-40912-783,28-09-2020,86768-91598-FA,L-D-0.2,4,13,2568
PSD-57291-590,24-10-2019,37191-12203-MX,A-M-0.5,1,20,737
GOI-41472-677,04-08-2021,16545-76328-JY,E-D-2.5,4,48,2418
KTX-17944-494,29-12-2019,74330-29286-RO,A-L-0.2,1,30,1367
RDM-99811-230,27-11-2019,22349-47389-GY,L-M-0.2,5,22,394
JTU-55897-581,29-02-2020,70290-38099-GB,R-M-0.2,5,37,2595
CRK-07584-240,31-01-2021,18741-72071-PP,A-M-1,3,18,1051
MKE-75518-399,17-06-2022,62588-82624-II,A-M-1,3,18,1051
AEL-51169-725,03-02-2020,37430-29579-HD,L-M-0.2,6,22,394
ZGM-83108-823,25-01-2022,84132-22322-QT,E-L-1,1,34,1024
JBP-78754-392,30-04-2020,74330-29286-RO,E-M-2.5,6,29,1253
RNH-54912-747,01-05-2021,37445-17791-NQ,R-M-0.5,1,9,596
JDS-33440-914,28-10-2021,58511-10548-ZU,R-M-1,3,1,2237
SYX-48878-182,29-08-2021,47725-34771-FJ,R-D-1,5,40,2062
ZGD-94763-868,27-12-2019,53086-67334-KT,E-L-2.5,1,11,2906
CZY-70361-485,25-06-2019,83308-82257-UN,E-L-2.5,6,11,2906
RJR-12175-899,02-03-2019,37274-08534-FM,E-D-0.5,3,7,2757
ELB-07929-407,02-01-2022,54004-04664-AA,A-M-2.5,2,38,2609
UJQ-54441-340,30-07-2019,26822-19510-SD,E-M-0.2,2,19,1527
UJQ-54441-340,30-07-2019,26822-19510-SD,A-L-0.2,5,30,1367
OWY-43108-475,05-12-2020,06432-73165-ML,A-M-0.2,6,15,1330
GNO-91911-159,17-12-2020,96503-31833-CW,L-D-0.5,3,32,677
CNY-06284-066,26-06-2021,63985-64148-MG,E-D-0.2,5,16,400
OQS-46321-904,20-07-2019,19597-91185-CM,E-M-1,1,4,1954
IBW-87442-480,14-07-2022,79814-23626-JR,A-L-2.5,1,45,965
DGZ-82537-477,14-08-2020,43439-94003-DW,R-D-1,5,40,2062
LPS-39089-432,24-04-2019,97655-45555-LI,R-D-1,5,40,2062
MQU-86100-929,04-06-2019,64418-01720-VW,L-L-0.5,4,24,2457
XUR-14132-391,08-08-2022,96836-09258-RI,R-D-0.5,4,35,2654
OVI-27064-381,13-11-2019,37274-08534-FM,R-D-0.5,3,35,2654
SHP-17012-870,07-06-2020,69529-07533-CV,R-M-2.5,1,14,2804
FDY-03414-903,12-08-2019,94840-49457-UD,A-D-0.5,3,21,1350
WXT-85291-143,04-09-2019,81414-81273-DK,R-M-0.5,4,9,596
QNP-18893-547,04-10-2019,76930-61689-CH,R-L-1,5,42,1672
DOH-92927-530,24-02-2020,12839-56537-TQ,L-L-0.2,6,8,1086
HGJ-82768-173,26-08-2021,62741-01322-HU,A-M-1,4,18,1051
YPT-95383-088,03-10-2021,43439-94003-DW,E-D-2.5,2,48,2418
OYH-16533-767,13-06-2020,44932-34838-RM,E-L-1,4,34,1024
DWW-28642-549,01-03-2021,91181-19412-RQ,E-D-0.2,2,16,400
CGO-79583-871,04-03-2019,37182-54930-XC,E-D-0.5,1,7,2757
TFY-52090-386,13-10-2019,08613-17327-XT,E-L-0.5,2,39,1572
TFY-52090-386,13-10-2019,08613-17327-XT,L-D-0.5,5,32,677
NYY-73968-094,15-08-2019,70451-38048-AH,R-D-0.5,6,35,2654
QEY-71761-460,29-11-2021,35442-75769-PL,R-M-1,2,1,2237
GKQ-82603-910,19-01-2020,83737-56117-JE,R-L-1,5,42,1672
IOB-32673-745,28-05-2021,07095-81281-NJ,A-L-0.5,3,43,1813
YAU-98893-150,15-01-2022,77043-48851-HG,L-M-1,3,25,740
XNM-14163-951,04-12-2019,78224-60622-KH,E-L-2.5,6,11,2906
JPB-45297-000,01-07-2022,83105-86631-IU,R-L-0.2,4,41,1585
MOU-74341-266,07-05-2019,99358-65399-TC,A-D-0.5,4,21,1350
DHJ-87461-571,23-08-2020,94525-76037-JP,A-M-1,2,18,1051
